지점,지점명,일시,기온(°C),풍속(m/s),풍향(16방위),습도(%)
156,광주,2020-11-25 12:00,11.3,2.1,20,40
156,광주,2020-11-25 13:00,12.9,2.9,20,37
156,광주,2020-11-25 14:00,13.1,2.7,20,37
156,광주,2020-11-25 15:00,12.9,2.7,20,36
156,광주,2020-11-25 16:00,12.7,2,20,40
156,광주,2020-11-25 17:00,10.7,3.5,50,44
156,광주,2020-11-25 18:00,9.4,2.1,20,49
156,광주,2020-11-25 19:00,8.5,2.2,20,52
156,광주,2020-11-25 20:00,8.1,1.6,50,54
156,광주,2020-11-25 21:00,8,1.1,70,54
156,광주,2020-11-25 22:00,7.7,0.6,290,58
156,광주,2020-11-25 23:00,7.2,0.1,0,62
156,광주,2020-11-26 0:00,7.4,0.4,0,66
156,광주,2020-11-26 1:00,6.6,1.4,50,67
156,광주,2020-11-26 2:00,7,2.1,50,61
156,광주,2020-11-26 3:00,6.9,2.8,50,59
156,광주,2020-11-26 4:00,7.2,1.8,50,59
156,광주,2020-11-26 5:00,6.8,1.3,50,69
156,광주,2020-11-26 6:00,6.9,1.3,50,71
156,광주,2020-11-26 7:00,7.2,0.8,50,66
156,광주,2020-11-26 8:00,7.3,0.1,0,67
156,광주,2020-11-26 9:00,8.1,1,50,65
156,광주,2020-11-26 10:00,9.4,1.9,50,57
156,광주,2020-11-26 11:00,10.5,2.2,20,47
156,광주,2020-11-26 12:00,11.6,1.3,360,45
156,광주,2020-11-26 13:00,12.5,0.7,140,40
156,광주,2020-11-26 14:00,13.3,1.8,50,33
156,광주,2020-11-26 15:00,13.3,1.1,20,35
156,광주,2020-11-26 16:00,12.4,1.2,360,35
156,광주,2020-11-26 17:00,11.2,1.1,290,40
156,광주,2020-11-26 18:00,9.7,1,320,51
156,광주,2020-11-26 19:00,8.7,0.7,340,64
156,광주,2020-11-26 20:00,8.4,0,0,69
156,광주,2020-11-26 21:00,8,1.2,50,66
156,광주,2020-11-26 22:00,8.1,1.7,50,68
156,광주,2020-11-26 23:00,8.2,0.8,50,66
156,광주,2020-11-27 0:00,8.1,0.7,70,65
156,광주,2020-11-27 1:00,7.9,0.2,0,67
156,광주,2020-11-27 2:00,7.6,0.5,230,72
156,광주,2020-11-27 3:00,7.6,0.5,250,68
156,광주,2020-11-27 4:00,6.8,0.5,20,69
156,광주,2020-11-27 5:00,6.8,0,0,75
156,광주,2020-11-27 6:00,6.9,0.4,0,68
156,광주,2020-11-27 7:00,7.2,0.1,0,66
156,광주,2020-11-27 8:00,7.7,0.2,0,68
156,광주,2020-11-27 9:00,8.6,0.6,20,68
156,광주,2020-11-27 10:00,9.6,1.8,360,60
156,광주,2020-11-27 11:00,9.9,1.2,340,58
156,광주,2020-11-27 12:00,10.2,1.4,20,61
156,광주,2020-11-27 13:00,9.5,1.8,360,56
156,광주,2020-11-27 14:00,10,1.7,360,58
156,광주,2020-11-27 15:00,9,1.8,360,55
156,광주,2020-11-27 16:00,8.2,2.2,320,51
156,광주,2020-11-27 17:00,7.5,2.2,320,51
156,광주,2020-11-27 18:00,6.9,1.6,340,51
156,광주,2020-11-27 19:00,6.8,2.9,20,49
156,광주,2020-11-27 20:00,6.3,1.8,340,49
156,광주,2020-11-27 21:00,6,1.4,360,49
156,광주,2020-11-27 22:00,6.1,1.3,360,50
156,광주,2020-11-27 23:00,6,2,20,47
156,광주,2020-11-28 0:00,6,0.4,0,49
156,광주,2020-11-28 1:00,6.1,2.5,20,53
156,광주,2020-11-28 2:00,5.8,1,20,54
156,광주,2020-11-28 3:00,5.6,1,360,54
156,광주,2020-11-28 4:00,5.5,2.1,20,53
156,광주,2020-11-28 5:00,5.4,1.5,20,53
156,광주,2020-11-28 6:00,5.3,1.3,360,52
156,광주,2020-11-28 7:00,5.1,2,20,50
156,광주,2020-11-28 8:00,5.1,1.8,50,48
156,광주,2020-11-28 9:00,5.6,2.6,20,49
156,광주,2020-11-28 10:00,5.6,2.3,20,47
156,광주,2020-11-28 11:00,6.3,2.3,360,42
156,광주,2020-11-28 12:00,6.4,2.7,20,34
156,광주,2020-11-28 13:00,6.5,1.5,340,39
156,광주,2020-11-28 14:00,6.5,2,360,39
156,광주,2020-11-28 15:00,5.9,1.8,340,37
156,광주,2020-11-28 16:00,4.6,2.8,20,40
156,광주,2020-11-28 17:00,4.2,3.1,20,45
156,광주,2020-11-28 18:00,4.3,2.3,20,51
156,광주,2020-11-28 19:00,4.2,1.5,20,54
156,광주,2020-11-28 20:00,4.1,0.7,360,57
156,광주,2020-11-28 21:00,4.1,1.3,50,59
156,광주,2020-11-28 22:00,3.8,1.5,50,61
156,광주,2020-11-28 23:00,3.7,2.3,50,63
156,광주,2020-11-29 0:00,3.6,1.4,50,63
156,광주,2020-11-29 1:00,3.7,1.4,50,62
156,광주,2020-11-29 2:00,3.6,0.4,0,62
156,광주,2020-11-29 3:00,3.8,1.1,50,61
156,광주,2020-11-29 4:00,3.6,0.5,110,62
156,광주,2020-11-29 5:00,3,0.6,90,65
156,광주,2020-11-29 6:00,3.3,0.7,70,64
156,광주,2020-11-29 7:00,3.2,2.4,50,66
156,광주,2020-11-29 8:00,3.3,2,70,65
156,광주,2020-11-29 9:00,4.1,1.5,50,60
156,광주,2020-11-29 10:00,6,1.1,70,55
156,광주,2020-11-29 11:00,5.8,0.5,50,55
156,광주,2020-11-29 12:00,6,0.7,360,57
156,광주,2020-11-29 13:00,6.3,1,340,58
156,광주,2020-11-29 14:00,6.7,1.6,320,58
156,광주,2020-11-29 15:00,6.7,1.9,20,57
156,광주,2020-11-29 16:00,6.4,1.2,360,55
156,광주,2020-11-29 17:00,6.2,0.9,360,48
156,광주,2020-11-29 18:00,5,1.5,50,52
156,광주,2020-11-29 19:00,4.7,1.4,20,58
156,광주,2020-11-29 20:00,3.6,1.7,50,65
156,광주,2020-11-29 21:00,3.5,1.6,50,70
156,광주,2020-11-29 22:00,3.8,1.7,50,67
156,광주,2020-11-29 23:00,3.7,1.8,50,66
156,광주,2020-11-30 0:00,3.4,1.8,50,67
156,광주,2020-11-30 1:00,2.4,2.1,50,71
156,광주,2020-11-30 2:00,2.3,3,50,71
156,광주,2020-11-30 3:00,1.9,1.8,50,71
156,광주,2020-11-30 4:00,1.3,1.8,50,79
156,광주,2020-11-30 5:00,1.2,1.3,50,74
156,광주,2020-11-30 6:00,2,0.7,20,68
156,광주,2020-11-30 7:00,1.2,1.2,50,75
156,광주,2020-11-30 8:00,0.8,0.8,360,81
156,광주,2020-11-30 9:00,3.9,1,50,61
156,광주,2020-11-30 10:00,5.5,1.6,50,53
156,광주,2020-11-30 11:00,7.1,0.8,50,49
156,광주,2020-11-30 12:00,8.6,1.6,20,43
156,광주,2020-11-30 13:00,8.4,2.8,20,41
156,광주,2020-11-30 14:00,8.2,1.9,340,40
156,광주,2020-11-30 15:00,8.8,2.6,20,40
156,광주,2020-11-30 16:00,7.4,1.9,20,45
156,광주,2020-11-30 17:00,6.2,2,20,51
156,광주,2020-11-30 18:00,5.1,1.6,20,57
156,광주,2020-11-30 19:00,4.8,2.8,20,55
156,광주,2020-11-30 20:00,3.6,2.4,70,58
156,광주,2020-11-30 21:00,3.1,1.9,50,58
156,광주,2020-11-30 22:00,2.6,2.4,50,58
156,광주,2020-11-30 23:00,2.5,2,20,57
156,광주,2020-12-01 0:00,1.5,1.8,50,59
156,광주,2020-12-01 1:00,1.3,2,50,60
156,광주,2020-12-01 2:00,1.1,2.1,50,57
156,광주,2020-12-01 3:00,0.7,2.8,50,61
156,광주,2020-12-01 4:00,0.4,1.8,70,60
156,광주,2020-12-01 5:00,0.1,2.3,50,65
156,광주,2020-12-01 6:00,0.1,3,50,64
156,광주,2020-12-01 7:00,-0.4,2.6,50,61
156,광주,2020-12-01 8:00,0.2,2.2,50,56
156,광주,2020-12-01 9:00,2.4,1.7,50,42
156,광주,2020-12-01 10:00,4.2,2,50,29
156,광주,2020-12-01 11:00,5.6,0.9,360,33
156,광주,2020-12-01 12:00,7.7,1.3,20,20
156,광주,2020-12-01 13:00,9,0.9,50,17
156,광주,2020-12-01 14:00,10.2,1.6,20,11
156,광주,2020-12-01 15:00,10.2,1.5,290,15
156,광주,2020-12-01 16:00,8.5,1.1,360,21
156,광주,2020-12-01 17:00,7.5,1.9,20,24
156,광주,2020-12-01 18:00,6,1.8,50,27
156,광주,2020-12-01 19:00,5,2.1,50,28
156,광주,2020-12-01 20:00,4.8,2.1,50,27
156,광주,2020-12-01 21:00,4.4,0.7,50,28
156,광주,2020-12-01 22:00,3.8,1.3,50,27
156,광주,2020-12-01 23:00,3.3,1.1,50,29
156,광주,2020-12-02 0:00,2.9,1.5,50,30
156,광주,2020-12-02 1:00,2.5,1.1,20,31
156,광주,2020-12-02 2:00,1.9,0.4,0,35
156,광주,2020-12-02 3:00,1.1,0.5,340,47
156,광주,2020-12-02 4:00,1.1,1.2,50,47
156,광주,2020-12-02 5:00,0.9,0.5,320,49
156,광주,2020-12-02 6:00,1.9,2.3,50,38
156,광주,2020-12-02 7:00,2.5,1.5,50,36
156,광주,2020-12-02 8:00,2.4,2.5,50,37
156,광주,2020-12-02 9:00,4.2,2.7,50,29
156,광주,2020-12-02 10:00,5.1,1.7,50,24
156,광주,2020-12-02 11:00,6.6,2.5,50,21
156,광주,2020-12-02 12:00,8.2,0.9,70,19
156,광주,2020-12-02 13:00,9.6,0.6,360,18
156,광주,2020-12-02 14:00,10.3,1.3,360,19
156,광주,2020-12-02 15:00,11.3,0.4,0,18
156,광주,2020-12-02 16:00,10.2,1.4,320,22
156,광주,2020-12-02 17:00,8.5,1.6,20,31
156,광주,2020-12-02 18:00,7.1,1.1,20,34
156,광주,2020-12-02 19:00,6,1.5,20,40
156,광주,2020-12-02 20:00,5.4,0.6,50,44
156,광주,2020-12-02 21:00,5.1,0.8,50,45
156,광주,2020-12-02 22:00,4.6,0.9,20,47
156,광주,2020-12-02 23:00,4.5,1.8,20,47
156,광주,2020-12-03 0:00,3.4,1.6,20,50
156,광주,2020-12-03 1:00,2.5,1.7,50,51
156,광주,2020-12-03 2:00,2.9,2.2,50,46
156,광주,2020-12-03 3:00,2.3,2.2,50,47
156,광주,2020-12-03 4:00,2.3,1.5,50,48
156,광주,2020-12-03 5:00,2.8,0.5,270,47
156,광주,2020-12-03 6:00,2.2,0.9,90,52
156,광주,2020-12-03 7:00,2.5,1.8,50,53
156,광주,2020-12-03 8:00,3.4,1.8,50,53
156,광주,2020-12-03 9:00,4.8,2.4,50,48
156,광주,2020-12-03 10:00,5.6,2.1,70,44
156,광주,2020-12-03 11:00,7.3,3.1,20,43
156,광주,2020-12-03 12:00,8.3,1,20,42
156,광주,2020-12-03 13:00,9,3.6,20,43
156,광주,2020-12-03 14:00,8.1,2,20,42
156,광주,2020-12-03 15:00,7.6,1.7,20,45
156,광주,2020-12-03 16:00,5.5,2.2,360,56
156,광주,2020-12-03 17:00,4.5,2,20,61
156,광주,2020-12-03 18:00,3.8,1.5,20,64
156,광주,2020-12-03 19:00,3.8,2.6,20,58
156,광주,2020-12-03 20:00,3.6,1.8,20,59
156,광주,2020-12-03 21:00,3.6,1.1,50,58
156,광주,2020-12-03 22:00,3.2,2.4,50,57
156,광주,2020-12-03 23:00,2.5,2,50,57
156,광주,2020-12-04 0:00,2,2.2,50,56
156,광주,2020-12-04 1:00,1.2,2.7,50,57
156,광주,2020-12-04 2:00,0.7,2.1,50,58
156,광주,2020-12-04 3:00,0.4,2.7,70,59
156,광주,2020-12-04 4:00,0.4,2.2,50,59
156,광주,2020-12-04 5:00,0.4,2.5,50,58
156,광주,2020-12-04 6:00,0.4,2.1,70,59
156,광주,2020-12-04 7:00,0.1,1.8,50,61
156,광주,2020-12-04 8:00,0.8,2.1,50,61
156,광주,2020-12-04 9:00,3,2.6,50,52
156,광주,2020-12-04 10:00,4.1,2.8,50,51
156,광주,2020-12-04 11:00,5.5,3.5,50,41
156,광주,2020-12-04 12:00,6.8,1.8,50,38
156,광주,2020-12-04 13:00,7.3,1.8,20,36
156,광주,2020-12-04 14:00,6.4,2.8,20,43
156,광주,2020-12-04 15:00,7.2,2.4,20,41
156,광주,2020-12-04 16:00,6.7,1.4,360,44
156,광주,2020-12-04 17:00,5.5,1,360,48
156,광주,2020-12-04 18:00,4.5,1.5,20,54
156,광주,2020-12-04 19:00,3.5,2,50,59
156,광주,2020-12-04 20:00,3.2,1.2,70,61
156,광주,2020-12-04 21:00,2.7,1.3,70,64
156,광주,2020-12-04 22:00,1.8,1.6,50,67
156,광주,2020-12-04 23:00,2.2,1.9,50,61
156,광주,2020-12-05 0:00,1.1,2,50,67
156,광주,2020-12-05 1:00,1.2,1.8,50,64
156,광주,2020-12-05 2:00,0.4,0.6,340,70
156,광주,2020-12-05 3:00,0,0.8,20,75
156,광주,2020-12-05 4:00,-0.3,0.3,0,75
156,광주,2020-12-05 5:00,-0.7,1.3,250,76
156,광주,2020-12-05 6:00,-0.5,0.5,290,77
156,광주,2020-12-05 7:00,-0.2,0.1,0,78
156,광주,2020-12-05 8:00,-0.2,1.1,50,77
156,광주,2020-12-05 9:00,2.1,0.6,270,64
156,광주,2020-12-05 10:00,2.9,1.7,230,64
156,광주,2020-12-05 11:00,4.5,0.8,250,60
156,광주,2020-12-05 12:00,7.5,1.6,230,50
156,광주,2020-12-05 13:00,9.5,1.6,320,37
156,광주,2020-12-05 14:00,10.2,1.5,320,33
156,광주,2020-12-05 15:00,10.8,1.5,270,34
156,광주,2020-12-05 16:00,9.4,1.9,20,37
156,광주,2020-12-05 17:00,8.2,1.7,20,39
156,광주,2020-12-05 18:00,7.1,1.6,20,38
156,광주,2020-12-05 19:00,6.2,0.9,320,40
156,광주,2020-12-05 20:00,5.6,0.7,50,43
156,광주,2020-12-05 21:00,5.4,0.3,0,46
156,광주,2020-12-05 22:00,5.3,0,0,48
156,광주,2020-12-05 23:00,4.2,0,0,53
156,광주,2020-12-06 0:00,3.8,0.6,270,56
156,광주,2020-12-06 1:00,3.1,0,0,61
156,광주,2020-12-06 2:00,2.3,0.4,0,66
156,광주,2020-12-06 3:00,1.9,0.3,0,70
156,광주,2020-12-06 4:00,1.1,0.3,0,74
156,광주,2020-12-06 5:00,0.5,0.3,0,80
156,광주,2020-12-06 6:00,0.2,0,0,82
156,광주,2020-12-06 7:00,0.2,0.5,250,84
156,광주,2020-12-06 8:00,0.2,0.2,0,84
156,광주,2020-12-06 9:00,2.3,0.1,0,74
156,광주,2020-12-06 10:00,3.9,1.2,230,67
156,광주,2020-12-06 11:00,6.4,1.1,200,59
156,광주,2020-12-06 12:00,8.7,1,230,52
156,광주,2020-12-06 13:00,9.5,1.5,290,43
156,광주,2020-12-06 14:00,10.5,1.2,290,40
156,광주,2020-12-06 15:00,10.4,0.7,360,37
156,광주,2020-12-06 16:00,10.4,1.7,290,39
156,광주,2020-12-06 17:00,9.6,1,360,41
156,광주,2020-12-06 18:00,8.1,1,20,47
156,광주,2020-12-06 19:00,6.9,0.7,290,53
156,광주,2020-12-06 20:00,5.9,0.9,290,58
156,광주,2020-12-06 21:00,5.5,0.7,20,58
156,광주,2020-12-06 22:00,4.7,0.6,90,64
156,광주,2020-12-06 23:00,4.2,0.6,50,67
156,광주,2020-12-07 0:00,3.7,0.8,50,69
156,광주,2020-12-07 1:00,2.3,1.4,50,76
156,광주,2020-12-07 2:00,2.2,0.6,20,77
156,광주,2020-12-07 3:00,1.8,2,50,79
156,광주,2020-12-07 4:00,1.2,0.7,50,84
156,광주,2020-12-07 5:00,0.9,0.8,230,84
156,광주,2020-12-07 6:00,0.3,1.3,250,90
156,광주,2020-12-07 7:00,1.1,0.7,70,88
156,광주,2020-12-07 8:00,2.3,0.7,90,83
156,광주,2020-12-07 9:00,3,0.4,0,80
156,광주,2020-12-07 10:00,3.4,0.8,200,79
156,광주,2020-12-07 11:00,4.8,1.5,230,73
156,광주,2020-12-07 12:00,6.7,0.8,230,62
156,광주,2020-12-07 13:00,8.5,0.8,250,55
156,광주,2020-12-07 14:00,10.2,1.2,250,51
156,광주,2020-12-07 15:00,9.5,0.9,320,56
156,광주,2020-12-07 16:00,9.2,1.3,320,58
156,광주,2020-12-07 17:00,8.8,1.3,290,66
156,광주,2020-12-07 18:00,8.4,1,20,65
156,광주,2020-12-07 19:00,7.1,1.7,20,65
156,광주,2020-12-07 20:00,7.3,2.1,20,64
156,광주,2020-12-07 21:00,7,1.5,20,63
156,광주,2020-12-07 22:00,6.2,3.7,20,60
156,광주,2020-12-07 23:00,4.7,2.7,50,66
156,광주,2020-12-08 0:00,3.8,2.4,20,64
156,광주,2020-12-08 1:00,3,2.1,70,64
156,광주,2020-12-08 2:00,3.3,2.6,50,61
156,광주,2020-12-08 3:00,3,2.3,50,60
156,광주,2020-12-08 4:00,2.1,1.6,50,62
156,광주,2020-12-08 5:00,2.9,1.6,50,60
156,광주,2020-12-08 6:00,2.5,2,50,61
156,광주,2020-12-08 7:00,2.3,1.7,50,62
156,광주,2020-12-08 8:00,2.1,2.3,50,62
156,광주,2020-12-08 9:00,3.4,2.9,70,58
156,광주,2020-12-08 10:00,4.7,2.3,70,55
156,광주,2020-12-08 11:00,5.6,1.3,20,52
156,광주,2020-12-08 12:00,6.2,1.7,20,48
156,광주,2020-12-08 13:00,6.2,2.1,360,47
156,광주,2020-12-08 14:00,7.2,2.1,50,42
156,광주,2020-12-08 15:00,6,1.9,290,45
156,광주,2020-12-08 16:00,5.6,2.5,20,47
156,광주,2020-12-08 17:00,4.6,2.3,20,48
156,광주,2020-12-08 18:00,4,2,20,50
156,광주,2020-12-08 19:00,3.2,2.9,20,55
156,광주,2020-12-08 20:00,2.2,2.5,50,60
156,광주,2020-12-08 21:00,1.5,1.7,50,64
156,광주,2020-12-08 22:00,1.7,1.7,20,65
156,광주,2020-12-08 23:00,1,1.7,50,68
156,광주,2020-12-09 0:00,0.6,0.6,50,68
156,광주,2020-12-09 1:00,0.4,0.8,20,69
156,광주,2020-12-09 2:00,-0.1,0.9,50,74
156,광주,2020-12-09 3:00,-0.3,1,70,74
156,광주,2020-12-09 4:00,-0.8,1.2,20,74
156,광주,2020-12-09 5:00,-1,1.7,20,76
156,광주,2020-12-09 6:00,-1.9,1,20,83
156,광주,2020-12-09 7:00,-1.8,0.3,0,81
156,광주,2020-12-09 8:00,-1.6,0.7,50,81
156,광주,2020-12-09 9:00,0.1,0.2,0,71
156,광주,2020-12-09 10:00,3.2,1.4,50,41
156,광주,2020-12-09 11:00,5.1,1.4,70,31
156,광주,2020-12-09 12:00,6.9,2.2,70,24
156,광주,2020-12-09 13:00,8,1.8,20,15
156,광주,2020-12-09 14:00,9.4,0.8,360,17
156,광주,2020-12-09 15:00,9.7,0.8,340,24
156,광주,2020-12-09 16:00,9.6,1.2,360,18
156,광주,2020-12-09 17:00,9,0.7,270,23
156,광주,2020-12-09 18:00,7,0.7,290,34
156,광주,2020-12-09 19:00,6.8,0.8,20,36
156,광주,2020-12-09 20:00,6.2,0,0,39
156,광주,2020-12-09 21:00,5.2,0.4,0,41
156,광주,2020-12-09 22:00,4.8,2,50,42
156,광주,2020-12-09 23:00,5,0.8,250,41
156,광주,2020-12-10 0:00,4.8,0.5,70,43
156,광주,2020-12-10 1:00,4.8,0.7,20,39
156,광주,2020-12-10 2:00,4.7,0.8,270,41
156,광주,2020-12-10 3:00,4.1,0.3,0,45
156,광주,2020-12-10 4:00,4.1,1.2,50,45
156,광주,2020-12-10 5:00,4.4,0.4,0,41
156,광주,2020-12-10 6:00,4.5,0.3,0,42
156,광주,2020-12-10 7:00,4.5,0.9,360,45
156,광주,2020-12-10 8:00,5,1.9,20,39
156,광주,2020-12-10 9:00,5.2,0.3,0,41
156,광주,2020-12-10 10:00,5.5,0.6,270,44
156,광주,2020-12-10 11:00,6.2,0.9,270,42
156,광주,2020-12-10 12:00,7.2,0.4,0,40
156,광주,2020-12-10 13:00,9,0.5,290,40
156,광주,2020-12-10 14:00,10.3,2,20,47
156,광주,2020-12-10 15:00,10.5,0.9,50,51
156,광주,2020-12-10 16:00,10.6,0.6,50,52
156,광주,2020-12-10 17:00,9.7,0.6,290,58
156,광주,2020-12-10 18:00,8.8,1.3,320,62
156,광주,2020-12-10 19:00,8.3,0.8,20,66
156,광주,2020-12-10 20:00,7.3,0.8,20,72
156,광주,2020-12-10 21:00,6.7,0.6,140,76
156,광주,2020-12-10 22:00,5.8,1.2,250,81
156,광주,2020-12-10 23:00,5.4,0.4,0,86
156,광주,2020-12-11 0:00,5,0.3,0,88
156,광주,2020-12-11 1:00,4.6,0.6,180,87
156,광주,2020-12-11 2:00,4.4,0.5,20,91
156,광주,2020-12-11 3:00,4.7,0.2,0,89
156,광주,2020-12-11 4:00,4.9,1.2,230,88
156,광주,2020-12-11 5:00,3.6,1.6,250,93
156,광주,2020-12-11 6:00,3.5,0.6,250,93
156,광주,2020-12-11 7:00,3.5,0,0,94
156,광주,2020-12-11 8:00,3.2,0.8,250,94
156,광주,2020-12-11 9:00,4.6,1.4,50,90
156,광주,2020-12-11 10:00,6.5,0.2,0,79
156,광주,2020-12-11 11:00,7.4,1,230,76
156,광주,2020-12-11 12:00,9.1,0.7,250,67
156,광주,2020-12-11 13:00,10.4,0.9,70,62
156,광주,2020-12-11 14:00,10.2,0.6,270,63
156,광주,2020-12-11 15:00,9.8,0.7,270,66
156,광주,2020-12-11 16:00,9.8,0.8,320,68
156,광주,2020-12-11 17:00,9.7,0.6,320,68
156,광주,2020-12-11 18:00,9.1,0.3,0,71
156,광주,2020-12-11 19:00,9,0.7,290,74
156,광주,2020-12-11 20:00,8.9,0.6,20,77
156,광주,2020-12-11 21:00,8.1,0.3,0,82
156,광주,2020-12-11 22:00,7.7,0.4,0,82
156,광주,2020-12-11 23:00,7.4,0,0,83
156,광주,2020-12-12 0:00,7.2,0.2,0,86
156,광주,2020-12-12 1:00,6.7,0.3,0,89
156,광주,2020-12-12 2:00,6.5,0,0,89
156,광주,2020-12-12 3:00,6.3,0.4,0,91
156,광주,2020-12-12 4:00,6.3,0.4,0,90
156,광주,2020-12-12 5:00,6.7,1.6,20,84
156,광주,2020-12-12 6:00,6.8,2.9,20,69
156,광주,2020-12-12 7:00,6.2,3.8,50,62
156,광주,2020-12-12 8:00,5.1,3.5,20,67
156,광주,2020-12-12 9:00,6,2.5,50,52
156,광주,2020-12-12 10:00,7.1,2.6,50,47
156,광주,2020-12-12 11:00,8.3,3,50,42
156,광주,2020-12-12 12:00,8.8,4.5,20,34
156,광주,2020-12-12 13:00,10.1,4.1,50,24
156,광주,2020-12-12 14:00,10.3,2.6,50,25
156,광주,2020-12-12 15:00,9.7,2.2,50,27
156,광주,2020-12-12 16:00,9.5,2,20,29
156,광주,2020-12-12 17:00,8.1,3.1,50,33
156,광주,2020-12-12 18:00,6.6,0.9,20,37
156,광주,2020-12-12 19:00,6.2,0.5,340,46
156,광주,2020-12-12 20:00,5.4,0.9,50,49
156,광주,2020-12-12 21:00,4.5,0.8,50,50
156,광주,2020-12-12 22:00,4.2,1.1,70,50
156,광주,2020-12-12 23:00,4.1,0.9,20,49
156,광주,2020-12-13 0:00,3.8,0.7,290,51
156,광주,2020-12-13 1:00,2.8,0.7,230,62
156,광주,2020-12-13 2:00,2.9,0.4,0,60
156,광주,2020-12-13 3:00,2.7,0,0,61
156,광주,2020-12-13 4:00,2.3,0.7,230,63
156,광주,2020-12-13 5:00,2,0.9,90,63
156,광주,2020-12-13 6:00,1,0.6,270,73
156,광주,2020-12-13 7:00,0.7,0.9,70,78
156,광주,2020-12-13 8:00,0.9,0.9,50,74
156,광주,2020-12-13 9:00,2.5,0.6,270,66
156,광주,2020-12-13 10:00,4.2,0.5,230,54
156,광주,2020-12-13 11:00,5.7,0.6,250,47
156,광주,2020-12-13 12:00,7.4,0.8,230,45
156,광주,2020-12-13 13:00,9,4.1,230,51
156,광주,2020-12-13 14:00,9.8,3.2,230,56
156,광주,2020-12-13 15:00,7.8,2.2,320,93
156,광주,2020-12-13 16:00,6.6,1.8,360,89
156,광주,2020-12-13 17:00,5.7,2.2,340,76
156,광주,2020-12-13 18:00,4.2,3.2,20,67
156,광주,2020-12-13 19:00,3.5,3.5,20,66
156,광주,2020-12-13 20:00,2.7,2.3,20,72
156,광주,2020-12-13 21:00,1.6,3,20,77
156,광주,2020-12-13 22:00,1.4,3.1,20,53
156,광주,2020-12-13 23:00,1.1,2.8,20,47
156,광주,2020-12-14 0:00,0.7,3.3,20,47
156,광주,2020-12-14 1:00,0.2,2.4,20,50
156,광주,2020-12-14 2:00,-0.1,2,20,54
156,광주,2020-12-14 3:00,-0.7,2.2,20,64
156,광주,2020-12-14 4:00,-1.4,3.5,20,72
156,광주,2020-12-14 5:00,-1.4,4.3,20,57
156,광주,2020-12-14 6:00,-1.7,4.2,20,53
156,광주,2020-12-14 7:00,-2.1,3.9,50,49
156,광주,2020-12-14 8:00,-2.6,3,20,48
156,광주,2020-12-14 9:00,-1.8,3.9,50,46
156,광주,2020-12-14 10:00,-1.1,4,50,43
156,광주,2020-12-14 11:00,-0.4,3.6,50,40
156,광주,2020-12-14 12:00,0.2,3.3,50,39
156,광주,2020-12-14 13:00,0.4,2.9,20,34
156,광주,2020-12-14 14:00,0.4,2.9,360,33
156,광주,2020-12-14 15:00,0.2,2.2,20,32
156,광주,2020-12-14 16:00,-0.2,2.5,360,34
156,광주,2020-12-14 17:00,-1.4,2.7,20,39
156,광주,2020-12-14 18:00,-1.9,2.8,20,40
156,광주,2020-12-14 19:00,-2.3,1.9,50,41
156,광주,2020-12-14 20:00,-2.5,2,70,41
156,광주,2020-12-14 21:00,-2.9,2.6,50,45
156,광주,2020-12-14 22:00,-3.4,2.6,50,42
156,광주,2020-12-14 23:00,-3.9,2.8,50,47
156,광주,2020-12-15 0:00,-3.8,2.3,50,48
156,광주,2020-12-15 1:00,-4.3,2.6,50,52
156,광주,2020-12-15 2:00,-4.7,3.3,50,59
156,광주,2020-12-15 3:00,-4.4,3.7,50,57
156,광주,2020-12-15 4:00,-4.8,3.2,50,60
156,광주,2020-12-15 5:00,-4.9,3.8,50,63
156,광주,2020-12-15 6:00,-5.2,3.2,50,63
156,광주,2020-12-15 7:00,-5.5,3.7,50,55
156,광주,2020-12-15 8:00,-5.6,3.9,50,54
156,광주,2020-12-15 9:00,-4.4,4.3,50,45
156,광주,2020-12-15 10:00,-3.2,3.9,70,41
156,광주,2020-12-15 11:00,-1.7,3.3,50,37
156,광주,2020-12-15 12:00,-0.8,2.9,20,37
156,광주,2020-12-15 13:00,0.8,2.2,50,34
156,광주,2020-12-15 14:00,0.9,3,50,32
156,광주,2020-12-15 15:00,1.6,1.4,20,31
156,광주,2020-12-15 16:00,0.7,1.4,20,33
156,광주,2020-12-15 17:00,-0.5,0.5,90,37
156,광주,2020-12-15 18:00,-1.9,1.8,50,43
156,광주,2020-12-15 19:00,-2.1,1.2,20,44
156,광주,2020-12-15 20:00,-2.6,1.6,20,47
156,광주,2020-12-15 21:00,-2.9,2.1,50,48
156,광주,2020-12-15 22:00,-3.4,2.4,70,50
156,광주,2020-12-15 23:00,-3.1,2.1,70,49
156,광주,2020-12-16 0:00,-3.3,1.9,50,51
156,광주,2020-12-16 1:00,-3.1,2.6,50,52
156,광주,2020-12-16 2:00,-3.5,0.7,70,60
156,광주,2020-12-16 3:00,-3.5,0.8,70,65
156,광주,2020-12-16 4:00,-3.7,1.8,70,69
156,광주,2020-12-16 5:00,-3.9,1.5,20,74
156,광주,2020-12-16 6:00,-4.2,2.1,50,73
156,광주,2020-12-16 7:00,-4.7,2.3,50,73
156,광주,2020-12-16 8:00,-4.7,2,50,72
156,광주,2020-12-16 9:00,-3.1,3,50,62
156,광주,2020-12-16 10:00,-2.6,3.2,70,57
