STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
22502,1940-03-08,0.254,,27.22222222,15.55555556,21.11111111,0,,40,3,8,0.01,,,81,60,70,0,,,,,,,,,,,,
22502,1940-03-09,T,,27.77777778,16.11111111,22.22222222,0,,40,3,9,T,,,82,61,72,0,,,,,,,,,,,,
22502,1940-03-10,0,,24.44444444,13.33333333,18.88888889,0,,40,3,10,0,,,76,56,66,0,,,,,,,,,,,,
22502,1940-03-11,0,,23.88888889,14.44444444,19.44444444,0,,40,3,11,0,,,75,58,67,0,,,,,,,,,,,,
22502,1940-03-12,0.508,,26.66666667,12.77777778,19.44444444,0,,40,3,12,0.02,,,80,55,67,0,,,,,,,,,,,,
22502,1940-03-13,10.668,,25.55555556,15.55555556,20.55555556,0,,40,3,13,0.42,,,78,60,69,0,,,,,,,,,,,,
22502,1940-03-14,11.938,,23.33333333,12.77777778,18.33333333,0,,40,3,14,0.47,,,74,55,65,0,,,,,,,,,,,,
22502,1940-03-15,9.652,,25.55555556,18.88888889,22.22222222,0,,40,3,15,0.38,,,78,66,72,0,,,,,,,,,,,,
22502,1940-03-16,51.308,,26.11111111,17.22222222,21.66666667,0,,40,3,16,2.02,,,79,63,71,0,,,,,,,,,,,,
22502,1940-03-17,4.572,,26.66666667,13.33333333,20,0,,40,3,17,0.18,,,80,56,68,0,,,,,,,,,,,,
22502,1940-03-18,0.508,,25.55555556,14.44444444,20,0,,40,3,18,0.02,,,78,58,68,0,,,,,,,,,,,,
22502,1940-03-19,0,,23.33333333,13.33333333,18.33333333,0,,40,3,19,0,,,74,56,65,0,,,,,,,,,,,,
22502,1940-03-20,0,,23.88888889,14.44444444,18.88888889,0,,40,3,20,0,,,75,58,66,0,,,,,,,,,,,,
22502,1940-03-21,8.128,,26.11111111,17.22222222,21.66666667,0,,40,3,21,0.32,,,79,63,71,0,,,,,,,,,,,,
22502,1940-03-22,T,,22.77777778,13.88888889,18.33333333,0,,40,3,22,T,,,73,57,65,0,,,,,,,,,,,,
22502,1940-03-23,0,,25.55555556,13.88888889,19.44444444,0,,40,3,23,0,,,78,57,67,0,,,,,,,,,,,,
22502,1940-03-24,0,,27.77777778,16.66666667,22.22222222,0,,40,3,24,0,,,82,62,72,0,,,,,,,,,,,,
22502,1940-03-25,0,,28.88888889,17.77777778,23.33333333,0,,40,3,25,0,,,84,64,74,0,,,,,,,,,,,,
22502,1940-03-26,0,,27.22222222,15,21.11111111,0,,40,3,26,0,,,81,59,70,0,,,,,,,,,,,,
22502,1940-03-27,0,,27.22222222,16.66666667,22.22222222,0,,40,3,27,0,,,81,62,72,0,,,,,,,,,,,,
22502,1940-03-28,T,,27.22222222,19.44444444,23.33333333,0,,40,3,28,T,,,81,67,74,0,,,,,,,,,,,,
22502,1940-03-29,T,,25,18.33333333,21.66666667,0,,40,3,29,T,,,77,65,71,0,,,,,,,,,,,,
22502,1940-03-30,0,,27.77777778,16.11111111,21.66666667,0,,40,3,30,0,,,82,61,71,0,,,,,,,,,,,,
22502,1940-03-31,0,,28.88888889,16.11111111,22.77777778,0,,40,3,31,0,,,84,61,73,0,,,,,,,,,,,,
22502,1940-04-01,T,,27.22222222,17.77777778,22.22222222,0,,40,4,1,T,,,81,64,72,0,,,,,,,,,,,,
22502,1940-04-02,0,,29.44444444,15.55555556,22.22222222,0,,40,4,2,0,,,85,60,72,0,,,,,,,,,,,,
22502,1940-04-03,0,,28.33333333,16.11111111,22.22222222,0,,40,4,3,0,,,83,61,72,0,,,,,,,,,,,,
22502,1940-04-04,0,,28.33333333,17.22222222,22.77777778,0,,40,4,4,0,,,83,63,73,0,,,,,,,,,,,,
22502,1940-04-05,T,,27.22222222,17.22222222,22.22222222,0,,40,4,5,T,,,81,63,72,0,,,,,,,,,,,,
22502,1940-04-06,0,,27.77777778,16.11111111,22.22222222,0,,40,4,6,0,,,82,61,72,0,,,,,,,,,,,,
22502,1940-04-07,0,,28.33333333,17.22222222,22.77777778,0,,40,4,7,0,,,83,63,73,0,,,,,,,,,,,,
22502,1940-04-08,3.81,,27.77777778,18.33333333,23.33333333,0,,40,4,8,0.15,,,82,65,74,0,,,,,,,,,,,,
22502,1940-04-09,1.016,,27.22222222,20,23.88888889,0,,40,4,9,0.04,,,81,68,75,0,,,,,,,,,,,,
22502,1940-04-10,15.494,,27.22222222,17.22222222,22.22222222,0,,40,4,10,0.61,,,81,63,72,0,,,,,,,,,,,,
22502,1940-04-11,T,,25.55555556,18.88888889,22.77777778,0,,40,4,11,T,,,78,66,73,0,,,,,,,,,,,,
22502,1940-04-12,0,,27.77777778,20,23.88888889,0,,40,4,12,0,,,82,68,75,0,,,,,,,,,,,,
22502,1940-04-13,0.254,,28.88888889,17.77777778,23.33333333,0,,40,4,13,0.01,,,84,64,74,0,,,,,,,,,,,,
22502,1940-04-14,0,,30,20,25,0,,40,4,14,0,,,86,68,77,0,,,,,,,,,,,,
22502,1940-04-15,2.032,,28.88888889,19.44444444,24.44444444,0,,40,4,15,0.08,,,84,67,76,0,,,,,,,,,,,,
22502,1940-04-16,2.286,,28.33333333,19.44444444,23.88888889,0,,40,4,16,0.09,,,83,67,75,0,,,,,,,,,,,,
22502,1940-04-17,1.778,,26.11111111,19.44444444,22.77777778,0,,40,4,17,0.07,,,79,67,73,0,,,,,,,,,,,,
22502,1940-04-18,0.254,,26.66666667,19.44444444,22.22222222,0,,40,4,18,0.01,,,80,67,72,0,,,,,,,,,,,,
22502,1940-04-19,0,,26.66666667,20,23.33333333,0,,40,4,19,0,,,80,68,74,0,,,,,,,,,,,,
22502,1940-04-20,0,,26.11111111,18.33333333,22.22222222,0,,40,4,20,0,,,79,65,72,0,,,,,,,,,,,,
22502,1940-04-21,0,,26.66666667,18.33333333,22.22222222,0,,40,4,21,0,,,80,65,72,0,,,,,,,,,,,,
22502,1940-04-22,0,,17.77777778,17.77777778,17.77777778,0,,40,4,22,0,,,,,,0,,,,,,,,,,,,
22502,1940-04-23,T,,26.66666667,20,23.33333333,0,,40,4,23,T,,,80,68,74,0,,,,,,,,,,,,
22502,1940-04-24,T,,27.22222222,18.88888889,23.33333333,0,,40,4,24,T,,,81,66,74,0,,,,,,,,,,,,
22502,1940-04-25,T,,28.88888889,19.44444444,23.88888889,0,,40,4,25,T,,,84,67,75,0,,,,,,,,,,,,
22502,1940-04-26,T,,28.33333333,18.33333333,23.33333333,0,,40,4,26,T,,,83,65,74,0,,,,,,,,,,,,
22502,1940-04-27,0,,29.44444444,16.11111111,22.77777778,0,,40,4,27,0,,,85,61,73,0,,,,,,,,,,,,
22502,1940-04-28,0,,27.77777778,16.66666667,22.22222222,0,,40,4,28,0,,,82,62,72,0,,,,,,,,,,,,
22502,1940-04-29,0,,29.44444444,16.66666667,23.33333333,0,,40,4,29,0,,,85,62,74,0,,,,,,,,,,,,
22502,1940-04-30,0,,28.33333333,20.55555556,24.44444444,0,,40,4,30,0,,,83,69,76,0,,,,,,,,,,,,
22502,1940-05-01,4.826,,27.77777778,18.88888889,23.33333333,0,,40,5,1,0.19,,,82,66,74,0,,,,,,,,,,,,
22502,1940-05-02,3.302,,25,18.88888889,21.66666667,0,,40,5,2,0.13,,,77,66,71,0,,,,,,,,,,,,
22502,1940-05-03,T,,26.66666667,20,23.33333333,0,,40,5,3,T,,,80,68,74,0,,,,,,,,,,,,
22502,1940-05-04,1.524,,26.66666667,18.88888889,22.77777778,0,,40,5,4,0.06,,,80,66,73,0,,,,,,,,,,,,
22502,1940-05-05,T,,27.22222222,21.11111111,24.44444444,0,,40,5,5,T,,,81,70,76,0,,,,,,,,,,,,
22502,1940-05-06,0,,27.22222222,20,23.33333333,0,,40,5,6,0,,,81,68,74,0,,,,,,,,,,,,
22502,1940-05-07,0,,26.66666667,17.77777778,22.22222222,0,,40,5,7,0,,,80,64,72,0,,,,,,,,,,,,
22502,1940-05-08,0,,28.88888889,20.55555556,25,0,,40,5,8,0,,,84,69,77,0,,,,,,,,,,,,
22502,1940-05-09,0,,29.44444444,19.44444444,24.44444444,0,,40,5,9,0,,,85,67,76,0,,,,,,,,,,,,
22502,1940-05-10,0,,28.88888889,20.55555556,24.44444444,0,,40,5,10,0,,,84,69,76,0,,,,,,,,,,,,
22502,1940-05-11,59.182,,26.66666667,19.44444444,23.33333333,0,,40,5,11,2.33,,,80,67,74,0,,,,,,,,,,,,
22502,1940-05-12,18.542,,26.66666667,18.88888889,22.77777778,0,,40,5,12,0.73,,,80,66,73,0,,,,,,,,,,,,
22502,1940-05-13,0,,27.77777778,17.77777778,22.77777778,0,,40,5,13,0,,,82,64,73,0,,,,,,,,,,,,
22502,1940-05-14,0,,28.33333333,17.77777778,22.77777778,0,,40,5,14,0,,,83,64,73,0,,,,,,,,,,,,
22502,1940-05-15,0,,28.88888889,17.77777778,23.33333333,0,,40,5,15,0,,,84,64,74,0,,,,,,,,,,,,
22502,1940-05-16,0,,28.88888889,18.88888889,23.88888889,0,,40,5,16,0,,,84,66,75,0,,,,,,,,,,,,
22502,1940-05-17,0,,27.77777778,20.55555556,23.88888889,0,,40,5,17,0,,,82,69,75,0,,,,,,,,,,,,
22502,1940-05-18,0,,28.88888889,20.55555556,24.44444444,0,,40,5,18,0,,,84,69,76,0,,,,,,,,,,,,
22502,1940-05-19,0.762,,28.33333333,20,24.44444444,0,,40,5,19,0.03,,,83,68,76,0,,,,,,,,,,,,
22502,1940-05-20,0,,27.77777778,19.44444444,23.88888889,0,,40,5,20,0,,,82,67,75,0,,,,,,,,,,,,
22502,1940-05-21,T,,27.77777778,19.44444444,23.33333333,0,,40,5,21,T,,,82,67,74,0,,,,,,,,,,,,
22502,1940-05-22,T,,27.22222222,20,23.88888889,0,,40,5,22,T,,,81,68,75,0,,,,,,,,,,,,
22502,1940-05-23,T,,28.33333333,20,23.88888889,0,,40,5,23,T,,,83,68,75,0,,,,,,,,,,,,
22502,1940-05-24,T,,27.22222222,20,23.33333333,0,,40,5,24,T,,,81,68,74,0,,,,,,,,,,,,
22502,1940-05-25,0,,28.33333333,18.88888889,23.33333333,0,,40,5,25,0,,,83,66,74,0,,,,,,,,,,,,
22502,1940-05-26,1.27,,28.33333333,17.22222222,22.77777778,0,,40,5,26,0.05,,,83,63,73,0,,,,,,,,,,,,
22502,1940-05-27,0,,28.33333333,18.88888889,23.33333333,0,,40,5,27,0,,,83,66,74,0,,,,,,,,,,,,
22502,1940-05-28,2.032,,27.77777778,20,23.88888889,0,,40,5,28,0.08,,,82,68,75,0,,,,,,,,,,,,
22502,1940-05-29,1.27,,26.66666667,19.44444444,22.77777778,0,,40,5,29,0.05,,,80,67,73,0,,,,,,,,,,,,
22502,1940-05-30,T,,27.22222222,19.44444444,23.33333333,0,,40,5,30,T,,,81,67,74,0,,,,,,,,,,,,
22502,1940-05-31,T,,28.33333333,21.11111111,24.44444444,0,,40,5,31,T,,,83,70,76,0,,,,,,,,,,,,
22502,1940-06-01,0,,27.77777778,19.44444444,23.88888889,0,,40,6,1,0,,,82,67,75,0,,,,,,,,,,,,
22502,1940-06-02,T,,28.33333333,20.55555556,24.44444444,0,,40,6,2,T,,,83,69,76,0,,,,,,,,,,,,
22502,1940-06-03,0.762,,27.22222222,20,23.33333333,0,,40,6,3,0.03,,,81,68,74,0,,,,,,,,,,,,
22502,1940-06-04,T,,29.44444444,19.44444444,24.44444444,0,,40,6,4,T,,,85,67,76,0,,,,,,,,,,,,
22502,1940-06-05,0,,30,18.88888889,24.44444444,0,,40,6,5,0,,,86,66,76,0,,,,,,,,,,,,
22502,1940-06-06,0.762,,28.88888889,21.66666667,25,0,,40,6,6,0.03,,,84,71,77,0,,,,,,,,,,,,
22502,1940-06-07,T,,28.33333333,17.22222222,22.77777778,0,,40,6,7,T,,,83,63,73,0,,,,,,,,,,,,
22502,1940-06-08,0,,29.44444444,21.11111111,25,0,,40,6,8,0,,,85,70,77,0,,,,,,,,,,,,
22502,1940-06-09,3.302,,27.77777778,17.22222222,22.22222222,0,,40,6,9,0.13,,,82,63,72,0,,,,,,,,,,,,
22502,1940-06-10,0,,29.44444444,17.22222222,23.33333333,0,,40,6,10,0,,,85,63,74,0,,,,,,,,,,,,
22502,1940-06-11,0,,26.66666667,17.77777778,22.22222222,0,,40,6,11,0,,,80,64,72,0,,,,,,,,,,,,
22502,1940-06-12,0,,28.88888889,19.44444444,24.44444444,0,,40,6,12,0,,,84,67,76,0,,,,,,,,,,,,
22502,1940-06-13,T,,28.33333333,21.11111111,24.44444444,0,,40,6,13,T,,,83,70,76,0,,,,,,,,,,,,
22502,1940-06-14,0,,28.88888889,21.11111111,25,0,,40,6,14,0,,,84,70,77,0,,,,,,,,,,,,
22502,1940-06-15,0,,29.44444444,19.44444444,24.44444444,0,,40,6,15,0,,,85,67,76,0,,,,,,,,,,,,
22502,1940-06-16,0,,28.88888889,20.55555556,25,0,,40,6,16,0,,,84,69,77,0,,,,,,,,,,,,
22502,1940-06-17,0,,28.88888889,20,24.44444444,0,,40,6,17,0,,,84,68,76,0,,,,,,,,,,,,
22502,1940-06-18,0,,28.88888889,21.66666667,25,0,,40,6,18,0,,,84,71,77,0,,,,,,,,,,,,
22502,1940-06-19,T,,29.44444444,20.55555556,25,0,,40,6,19,T,,,85,69,77,0,,,,,,,,,,,,
22502,1940-06-20,0.508,,28.33333333,21.66666667,25,0,,40,6,20,0.02,,,83,71,77,0,,,,,,,,,,,,
22502,1940-06-21,0,,28.88888889,21.66666667,25.55555556,0,,40,6,21,0,,,84,71,78,0,,,,,,,,,,,,
22502,1940-06-22,0,,28.33333333,19.44444444,23.88888889,0,,40,6,22,0,,,83,67,75,0,,,,,,,,,,,,
22502,1940-06-23,0,,28.33333333,17.77777778,23.33333333,0,,40,6,23,0,,,83,64,74,0,,,,,,,,,,,,
22502,1940-06-24,1.016,,28.88888889,20.55555556,24.44444444,0,,40,6,24,0.04,,,84,69,76,0,,,,,,,,,,,,
22502,1940-06-25,0,,30.55555556,22.22222222,26.11111111,0,,40,6,25,0,,,87,72,79,0,,,,,,,,,,,,
22502,1940-06-26,0,,28.33333333,21.11111111,24.44444444,0,,40,6,26,0,,,83,70,76,0,,,,,,,,,,,,
22502,1940-06-27,1.27,,28.33333333,20.55555556,24.44444444,0,,40,6,27,0.05,,,83,69,76,0,,,,,,,,,,,,
22502,1940-06-28,0,,28.88888889,21.11111111,25,0,,40,6,28,0,,,84,70,77,0,,,,,,,,,,,,
22502,1940-06-29,1.27,,28.88888889,21.11111111,25,0,,40,6,29,0.05,,,84,70,77,0,,,,,,,,,,,,
22502,1940-06-30,T,,28.33333333,22.22222222,25,0,,40,6,30,T,,,83,72,77,0,,,,,,,,,,,,
22502,1940-07-01,0,,28.88888889,21.11111111,25,0,,40,7,1,0,,,84,70,77,0,,,,,,,,,,,,
22502,1940-07-02,0,,28.33333333,19.44444444,23.88888889,0,,40,7,2,0,,,83,67,75,0,,,,,,,,,,,,
22502,1940-07-03,0,,28.33333333,21.11111111,24.44444444,0,,40,7,3,0,,,83,70,76,0,,,,,,,,,,,,
22502,1940-07-04,0,,28.88888889,21.11111111,25.55555556,0,,40,7,4,0,,,84,70,78,0,,,,,,,,,,,,
22502,1940-07-05,T,,29.44444444,22.22222222,25.55555556,0,,40,7,5,T,,,85,72,78,0,,,,,,,,,,,,
22502,1940-07-06,0,,29.44444444,21.11111111,25,0,,40,7,6,0,,,85,70,77,0,,,,,,,,,,,,
22502,1940-07-07,T,,28.88888889,22.77777778,26.11111111,0,,40,7,7,T,,,84,73,79,0,,,,,,,,,,,,
22502,1940-07-08,0,,28.88888889,21.66666667,25.55555556,0,,40,7,8,0,,,84,71,78,0,,,,,,,,,,,,
22502,1940-07-09,0,,28.88888889,22.77777778,26.11111111,0,,40,7,9,0,,,84,73,79,0,,,,,,,,,,,,
22502,1940-07-10,0,,29.44444444,22.22222222,26.11111111,0,,40,7,10,0,,,85,72,79,0,,,,,,,,,,,,
22502,1940-07-11,0,,28.88888889,21.66666667,25.55555556,0,,40,7,11,0,,,84,71,78,0,,,,,,,,,,,,
22502,1940-07-12,0,,28.88888889,22.77777778,25.55555556,0,,40,7,12,0,,,84,73,78,0,,,,,,,,,,,,
22502,1940-07-13,0,,28.88888889,22.22222222,25.55555556,0,,40,7,13,0,,,84,72,78,0,,,,,,,,,,,,
22502,1940-07-14,0,,29.44444444,22.77777778,26.11111111,0,,40,7,14,0,,,85,73,79,0,,,,,,,,,,,,
22502,1940-07-15,0,,30,23.33333333,26.66666667,0,,40,7,15,0,,,86,74,80,0,,,,,,,,,,,,
22502,1940-07-16,0,,29.44444444,23.33333333,26.66666667,0,,40,7,16,0,,,85,74,80,0,,,,,,,,,,,,
22502,1940-07-17,0,,30.55555556,22.22222222,26.66666667,0,,40,7,17,0,,,87,72,80,0,,,,,,,,,,,,
22502,1940-07-18,T,,30.55555556,21.11111111,25.55555556,0,,40,7,18,T,,,87,70,78,0,,,,,,,,,,,,
22502,1940-07-19,0,,31.11111111,22.22222222,26.66666667,0,,40,7,19,0,,,88,72,80,0,,,,,,,,,,,,
22502,1940-07-20,0,,29.44444444,22.22222222,26.11111111,0,,40,7,20,0,,,85,72,79,0,,,,,,,,,,,,
22502,1940-07-21,0,,29.44444444,22.22222222,26.11111111,0,,40,7,21,0,,,85,72,79,0,,,,,,,,,,,,
22502,1940-07-22,0,,28.88888889,21.11111111,25,0,,40,7,22,0,,,84,70,77,0,,,,,,,,,,,,
22502,1940-07-23,0,,30,18.33333333,24.44444444,0,,40,7,23,0,,,86,65,76,0,,,,,,,,,,,,
22502,1940-07-24,0,,29.44444444,17.22222222,23.33333333,0,,40,7,24,0,,,85,63,74,0,,,,,,,,,,,,
22502,1940-07-25,0,,30,17.77777778,23.88888889,0,,40,7,25,0,,,86,64,75,0,,,,,,,,,,,,
22502,1940-07-26,0,,30.55555556,18.88888889,25,0,,40,7,26,0,,,87,66,77,0,,,,,,,,,,,,
22502,1940-07-27,0,,30.55555556,21.66666667,26.11111111,0,,40,7,27,0,,,87,71,79,0,,,,,,,,,,,,
22502,1940-07-28,0.762,,29.44444444,21.66666667,25.55555556,0,,40,7,28,0.03,,,85,71,78,0,,,,,,,,,,,,
22502,1940-07-29,7.62,,31.11111111,21.11111111,26.11111111,0,,40,7,29,0.3,,,88,70,79,0,,,,,,,,,,,,
22502,1940-07-30,7.874,,26.66666667,23.33333333,25,0,,40,7,30,0.31,,,80,74,77,0,,,,,,,,,,,,
22502,1940-07-31,1.27,,29.44444444,23.33333333,26.66666667,0,,40,7,31,0.05,,,85,74,80,0,,,,,,,,,,,,
22502,1940-08-01,1.778,,29.44444444,23.33333333,26.11111111,0,,40,8,1,0.07,,,85,74,79,0,,,,,,,,,,,,
22502,1940-08-02,0,,28.88888889,21.66666667,25.55555556,0,,40,8,2,0,,,84,71,78,0,,,,,,,,,,,,
22502,1940-08-03,0.508,,29.44444444,21.66666667,25.55555556,0,,40,8,3,0.02,,,85,71,78,0,,,,,,,,,,,,
22502,1940-08-04,1.27,,29.44444444,22.22222222,25.55555556,0,,40,8,4,0.05,,,85,72,78,0,,,,,,,,,,,,
22502,1940-08-05,0.508,,30,22.22222222,26.11111111,0,,40,8,5,0.02,,,86,72,79,0,,,,,,,,,,,,
22502,1940-08-06,1.27,,29.44444444,22.77777778,26.11111111,0,,40,8,6,0.05,,,85,73,79,0,,,,,,,,,,,,
22502,1940-08-07,0.254,,30,22.22222222,26.11111111,0,,40,8,7,0.01,,,86,72,79,0,,,,,,,,,,,,
22502,1940-08-08,2.54,,29.44444444,22.22222222,26.11111111,0,,40,8,8,0.1,,,85,72,79,0,,,,,,,,,,,,
22502,1940-08-09,0,,30,22.77777778,26.11111111,0,,40,8,9,0,,,86,73,79,0,,,,,,,,,,,,
22502,1940-08-10,0,,29.44444444,23.33333333,26.66666667,0,,40,8,10,0,,,85,74,80,0,,,,,,,,,,,,
22502,1940-08-11,0.254,,30,22.77777778,26.11111111,0,,40,8,11,0.01,,,86,73,79,0,,,,,,,,,,,,
22502,1940-08-12,0,,32.77777778,22.22222222,27.77777778,0,,40,8,12,0,,,91,72,82,0,,,,,,,,,,,,
22502,1940-08-13,0,,30,23.33333333,26.66666667,0,,40,8,13,0,,,86,74,80,0,,,,,,,,,,,,
22502,1940-08-14,2.286,,30,22.77777778,26.11111111,0,,40,8,14,0.09,,,86,73,79,0,,,,,,,,,,,,
22502,1940-08-15,T,,30,21.66666667,26.11111111,0,,40,8,15,T,,,86,71,79,0,,,,,,,,,,,,
22502,1940-08-16,0.762,,30,22.77777778,26.11111111,0,,40,8,16,0.03,,,86,73,79,0,,,,,,,,,,,,
22502,1940-08-17,2.032,,28.88888889,21.66666667,25.55555556,0,,40,8,17,0.08,,,84,71,78,0,,,,,,,,,,,,
22502,1940-08-18,1.778,,30,22.22222222,26.11111111,0,,40,8,18,0.07,,,86,72,79,0,,,,,,,,,,,,
22502,1940-08-19,T,,29.44444444,22.22222222,26.11111111,0,,40,8,19,T,,,85,72,79,0,,,,,,,,,,,,
22502,1940-08-20,T,,30.55555556,22.77777778,26.66666667,0,,40,8,20,T,,,87,73,80,0,,,,,,,,,,,,
22502,1940-08-21,0,,30,22.22222222,26.11111111,0,,40,8,21,0,,,86,72,79,0,,,,,,,,,,,,
22502,1940-08-22,0,,30.55555556,22.22222222,26.11111111,0,,40,8,22,0,,,87,72,79,0,,,,,,,,,,,,
22502,1940-08-23,1.524,,31.11111111,21.66666667,26.11111111,0,,40,8,23,0.06,,,88,71,79,0,,,,,,,,,,,,
22502,1940-08-24,7.366,,29.44444444,22.77777778,26.11111111,0,,40,8,24,0.29,,,85,73,79,0,,,,,,,,,,,,
22502,1940-08-25,1.016,,27.77777778,22.77777778,25.55555556,0,,40,8,25,0.04,,,82,73,78,0,,,,,,,,,,,,
22502,1940-08-26,0,,30,22.77777778,26.11111111,0,,40,8,26,0,,,86,73,79,0,,,,,,,,,,,,
22502,1940-08-27,0.508,,29.44444444,22.22222222,25.55555556,0,,40,8,27,0.02,,,85,72,78,0,,,,,,,,,,,,
22502,1940-08-28,1.016,,29.44444444,22.22222222,26.11111111,0,,40,8,28,0.04,,,85,72,79,0,,,,,,,,,,,,
22502,1940-08-29,3.556,,28.33333333,21.11111111,24.44444444,0,,40,8,29,0.14,,,83,70,76,0,,,,,,,,,,,,
22502,1940-08-30,T,,27.77777778,21.11111111,24.44444444,0,,40,8,30,T,,,82,70,76,0,,,,,,,,,,,,
22502,1940-08-31,0.254,,29.44444444,22.77777778,26.11111111,0,,40,8,31,0.01,,,85,73,79,0,,,,,,,,,,,,
22502,1940-09-01,0.254,,30.55555556,22.22222222,26.11111111,0,,40,9,1,0.01,,,87,72,79,0,,,,,,,,,,,,
